# x	y	u	v	mask
 84.5774	178.7395	 -0.0953	 -0.0132	  0.0000
 87.1914	178.7395	 -0.1147	 -0.0038	  0.0000
 89.8054	178.7395	 -0.0924	  0.0118	  0.0000
 92.4194	178.7395	 -0.0219	  0.0454	  0.0000
 95.0334	178.7395	 -0.0247	  0.0556	  0.0000
 97.6474	178.7395	 -0.0366	  0.0720	  0.0000
100.2614	178.7395	 -0.0713	  0.0281	  0.0000
102.8754	178.7395	 -0.1291	 -0.0085	  0.0000
105.4894	178.7395	 -0.2102	 -0.0564	  0.0000
108.1034	178.7395	 -0.1966	 -0.1075	  0.0000
110.7174	178.7395	 -0.2121	 -0.1336	  0.0000
113.3314	178.7395	 -0.1915	 -0.1556	  0.0000
115.9454	178.7395	 -0.1591	 -0.1052	  0.0000
118.5594	178.7395	 -0.1048	 -0.0755	  0.0000
121.1734	178.7395	 -0.0638	 -0.0787	  0.0000
123.7874	178.7395	 -0.0525	 -0.0430	  0.0000
126.4014	178.7395	 -0.0821	 -0.0280	  0.0000
129.0154	178.7395	 -0.1113	 -0.0168	  0.0000
131.6294	178.7395	 -0.1102	 -0.0053	  0.0000
134.2434	178.7395	 -0.0888	 -0.0008	  0.0000
136.8574	178.7395	 -0.0888	 -0.0051	  0.0000
139.4714	178.7395	 -0.1147	 -0.0050	  0.0000
142.0854	178.7395	 -0.0457	 -0.0018	  0.0000
144.6994	178.7395	 -0.0017	  0.0075	  0.0000
147.3134	178.7395	  0.0179	  0.0181	  0.0000
149.9274	178.7395	  0.0246	  0.0177	  0.0000
152.5414	178.7395	  0.0060	 -0.0046	  0.0000
155.1554	178.7395	 -0.0186	 -0.0301	  0.0000
157.7694	178.7395	 -0.0254	 -0.0564	  0.0000
160.3834	178.7395	 -0.0207	 -0.0364	  0.0000
162.9974	178.7395	 -0.0171	 -0.0207	  0.0000
165.6114	178.7395	 -0.0325	 -0.0439	  0.0000
168.2254	178.7395	 -0.0270	 -0.0456	  0.0000
170.8394	178.7395	 -0.0561	 -0.0634	  0.0000
173.4534	178.7395	 -0.0364	 -0.0306	  0.0000
176.0674	178.7395	 -0.0000	 -0.0098	  0.0000
178.6814	178.7395	  0.0121	 -0.0073	  0.0000
181.2954	178.7395	  0.0237	  0.0162	  0.0000
183.9094	178.7395	  0.0422	  0.0071	  0.0000
186.5234	178.7395	  0.0431	  0.0057	  0.0000
189.1374	178.7395	  0.0099	 -0.0004	  0.0000
191.7514	178.7395	 -0.0155	 -0.0207	  0.0000
194.3654	178.7395	 -0.0723	 -0.0369	  0.0000
196.9794	178.7395	 -0.1063	 -0.0961	  0.0000
199.5934	178.7395	 -0.0602	 -0.1193	  0.0000
202.2074	178.7395	 -0.0295	 -0.1252	  0.0000
204.8214	178.7395	 -0.0452	 -0.1208	  0.0000
207.4354	178.7395	 -0.0256	 -0.0854	  0.0000
210.0494	178.7395	 -0.0599	 -0.1157	  0.0000
212.6634	178.7395	 -0.0438	 -0.0863	  0.0000
  3.5434	176.1255	  0.1259	  0.1511	  0.0000
  6.1574	176.1255	  0.0017	  0.1424	  0.0000
  8.7714	176.1255	 -0.0904	  0.0912	  0.0000
 11.3854	176.1255	 -0.0589	  0.0939	  0.0000
 13.9994	176.1255	  0.0884	  0.1780	  0.0000
 16.6134	176.1255	  0.1926	  0.2812	  0.0000
 19.2274	176.1255	  0.2679	  0.3533	  0.0000
 21.8414	176.1255	  0.2788	  0.3170	  0.0000
 24.4554	176.1255	  0.1445	  0.2854	  0.0000
 27.0694	176.1255	  0.0350	  0.2080	  0.0000
 29.6834	176.1255	 -0.1250	  0.0685	  0.0000
 32.2974	176.1255	 -0.1849	 -0.0032	  0.0000
 34.9114	176.1255	 -0.1746	 -0.0234	  0.0000
 37.5254	176.1255	 -0.2232	 -0.0548	  0.0000
 40.1394	176.1255	 -0.2524	 -0.0120	  0.0000
 42.7534	176.1255	 -0.1572	  0.0264	  0.0000
 45.3674	176.1255	  0.0359	  0.1930	  0.0000
 47.9814	176.1255	  0.2472	  0.4215	  0.0000
 50.5954	176.1255	  0.3803	  0.4794	  0.0000
 53.2094	176.1255	  0.3994	  0.5558	  0.0000
 55.8234	176.1255	  0.3938	  0.5747	  0.0000
 58.4374	176.1255	  0.3364	  0.5430	  0.0000
 61.0514	176.1255	  0.2546	  0.4553	  0.0000
 63.6654	176.1255	  0.1841	  0.3697	  0.0000
 66.2794	176.1255	 -0.0141	  0.1267	  0.0000
 68.8934	176.1255	 -0.1092	  0.0189	  0.0000
 71.5074	176.1255	 -0.1334	 -0.0012	  0.0000
 74.1214	176.1255	 -0.1268	 -0.0399	  0.0000
 76.7354	176.1255	 -0.1458	 -0.0724	  0.0000
 79.3494	176.1255	 -0.1121	 -0.0443	  0.0000
 81.9634	176.1255	 -0.1208	 -0.0395	  0.0000
 84.5774	176.1255	 -0.1083	 -0.0166	  0.0000
 87.1914	176.1255	 -0.1282	 -0.0114	  0.0000
 89.8054	176.1255	 -0.1144	 -0.0041	  0.0000
 92.4194	176.1255	 -0.0829	  0.0162	  0.0000
 95.0334	176.1255	 -0.0391	  0.0505	  0.0000
 97.6474	176.1255	 -0.0402	  0.0778	  0.0000
100.2614	176.1255	 -0.0448	  0.0514	  0.0000
102.8754	176.1255	 -0.0495	  0.0017	  0.0000
105.4894	176.1255	 -0.1449	 -0.0208	  0.0000
108.1034	176.1255	 -0.1564	 -0.0700	  0.0000
110.7174	176.1255	 -0.1851	 -0.1089	  0.0000
113.3314	176.1255	 -0.1925	 -0.1192	  0.0000
115.9454	176.1255	 -0.1760	 -0.1154	  0.0000
118.5594	176.1255	 -0.1439	 -0.0733	  0.0000
121.1734	176.1255	 -0.1154	 -0.0756	  0.0000
123.7874	176.1255	 -0.1079	 -0.0796	  0.0000
126.4014	176.1255	 -0.1242	 -0.0422	  0.0000
129.0154	176.1255	 -0.1272	 -0.0159	  0.0000
131.6294	176.1255	 -0.1179	 -0.0079	  0.0000
134.2434	176.1255	 -0.0970	 -0.0054	  0.0000
136.8574	176.1255	 -0.0860	 -0.0221	  0.0000
139.4714	176.1255	 -0.1045	 -0.0270	  0.0000
142.0854	176.1255	 -0.0601	 -0.0163	  0.0000
144.6994	176.1255	 -0.0140	 -0.0035	  0.0000
147.3134	176.1255	  0.0083	  0.0097	  0.0000
149.9274	176.1255	  0.0609	  0.0155	  0.0000
152.5414	176.1255	  0.0286	  0.0081	  0.0000
155.1554	176.1255	 -0.0097	  0.0005	  0.0000
157.7694	176.1255	 -0.0348	 -0.0221	  0.0000
160.3834	176.1255	 -0.0474	 -0.0185	  0.0000
162.9974	176.1255	 -0.0249	 -0.0076	  0.0000
165.6114	176.1255	 -0.0180	 -0.0099	  0.0000
168.2254	176.1255	 -0.0219	 -0.0154	  0.0000
